#chrom	tes_1based	strand	intron_chain_tx_order	n_introns	read_support	frac_global	polya_support_frac	median_mapq	median_tail_len	median_tail_purity	n_unique_chains	n_full_length_reads	included_trunc	sample_counts	chain_counts	kept
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541759-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	71.0	0.746	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541759-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552143;105552187-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	23.0	1.000	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552143;105552187-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540107-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	0.0000	60.0	97.0	0.289	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540107-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533676-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	73.0	0.726	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533676-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524294;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	22.0	1.000	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105367482-105520066;105520168-105524294;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574478	15	1	0.0002	1.0000	60.0	129.0	0.597	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574478:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532076-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	23.0	1.000	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532076-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520172-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	41.0	0.780	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	105367482-105520066;105520172-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541735-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	66.0	0.530	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541735-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	14.0	1.000	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105367138-105367199;105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550345-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	37.0	0.811	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550345-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524513-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547429-105550130;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476;105575178-105575240	15	1	0.0002	1.0000	60.0	60.0	0.517	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105367482-105520066;105520168-105524288;105524513-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547429-105550130;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476;105575178-105575240:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541638;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550358-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	57.0	0.509	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541638;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550358-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476;105574613-105576247	15	1	0.0002	1.0000	60.0	14.0	1.000	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476;105574613-105576247:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533453;105533575-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	60.0	0.633	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533453;105533575-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552613-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	14.0	1.000	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552613-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532055-105533658;105533691-105534662;105534850-105539974;105540040-105541645;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	15	1	0.0002	1.0000	60.0	232.0	0.647	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532055-105533658;105533691-105534662;105534850-105539974;105540040-105541645;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367469-105520032;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	114.0	0.719	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	105367469-105520032;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367463-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539983;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	122.0	0.713	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	105367463-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539983;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520172-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	58.0	0.759	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105367482-105520066;105520172-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524406-105533636;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	31.0	1.000	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105367482-105520066;105520168-105524288;105524406-105533636;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105552183-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	130.0	0.600	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541638;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105552183-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	153.0	0.719	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541638;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552467;105552586-105571851;105571965-105574476	14	2	0.0005	1.0000	60.0	35.0	0.891	2	1	1	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1|HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1|105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533695-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	121.0	0.702	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533695-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105524509-105532001;105532067-105532551;105532714-105533621;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	67.0	0.716	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105524509-105532001;105532067-105532551;105532714-105533621;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547549-105552143;105552183-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	54.0	0.500	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547549-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524502-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	23.0	1.000	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524502-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105520168-105524294;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552187-105552467;105552586-105571851;105571965-105574476	14	1	0.0002	1.0000	60.0	50.0	1.000	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105520168-105524294;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552187-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541730-105547199;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476	13	1	0.0002	1.0000	60.0	57.0	0.684	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541730-105547199;105547285-105547389;105547524-105550126;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520172-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547278-105550130;105550260-105552467;105552586-105571851;105571965-105574476	13	1	0.0002	1.0000	60.0	94.0	0.574	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105367482-105520066;105520172-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547278-105550130;105550260-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105524431-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	13	1	0.0002	1.0000	60.0	30.0	0.833	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105524431-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571944-105574539	12	1	0.0002	1.0000	60.0	98.0	0.724	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571944-105574539:1	0
chr3	105576891	+	105532009-105533636;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	12	1	0.0002	1.0000	60.0	16.0	1.000	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105532009-105533636;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105532067-105533602;105533691-105534382;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550130;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	12	1	0.0002	1.0000	60.0	81.0	0.741	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105532067-105533602;105533691-105534382;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550130;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547219-105552467;105552586-105571851;105571965-105574476	12	1	0.0002	1.0000	60.0	74.0	0.770	1	1	0	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes:1	105367482-105520066;105520168-105524288;105524509-105532001;105532067-105533602;105533691-105534662;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547219-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105533627-105534805;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	11	1	0.0002	1.0000	60.0	52.0	0.712	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105533627-105534805;105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547528-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105534846-105539974;105540103-105541632;105541766-105545222;105545352-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	10	1	0.0002	1.0000	60.0	29.0	1.000	1	1	0	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes:1	105534846-105539974;105540103-105541632;105541766-105545222;105545352-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574446	10	1	0.0002	0.0000	60.0	1100.0	0.209	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105534846-105539974;105540103-105541632;105541766-105545222;105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574446:1	0
chr3	105576891	+	105545336-105546934;105547036-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476	8	1	0.0002	1.0000	60.0	94.0	0.723	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105545336-105546934;105547036-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552586-105571851;105571965-105574476:1	0
chr3	105576891	+	105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552604-105569170;105569345-105571851;105571965-105574476	8	1	0.0002	1.0000	60.0	87.0	0.563	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105545336-105547148;105547285-105547389;105547524-105550126;105550260-105552143;105552183-105552467;105552604-105569170;105569345-105571851;105571965-105574476:1	0
chr3	105576891	+	105550358-105552143;105552183-105552467;105552586-105569094;105569195-105571851;105571965-105574476	5	1	0.0002	0.0000	60.0	17.0	0.294	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	105550358-105552143;105552183-105552467;105552586-105569094;105569195-105571851;105571965-105574476:1	0
chr3	105576891	+	105552183-105552467;105552586-105571851;105571918-105574941	3	1	0.0002	1.0000	60.0	20.0	1.000	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105552183-105552467;105552586-105571851;105571918-105574941:1	0
chr3	105576891	+	105547285-105547389;105547524-105550126;105550133-105574493	3	1	0.0002	1.0000	60.0	27.0	1.000	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105547285-105547389;105547524-105550126;105550133-105574493:1	0
chr3	105576891	+	105367482-105520066;105520108-105576059	2	1	0.0002	1.0000	60.0	34.0	1.000	1	1	0	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes:1	105367482-105520066;105520108-105576059:1	0
chr3	105576891	+	105576162-105576465	1	1	0.0002	1.0000	60.0	163.0	0.712	1	1	0	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes:1	105576162-105576465:1	0
chr3	105576891	+	105575526-105575712	1	1	0.0002	1.0000	60.0	36.0	0.500	1	1	0	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes:1	105575526-105575712:1	0
chr3	105576891	+	105576452-105576851	1	1	0.0002	0.0000	60.0	33.0	0.364	1	1	0	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes:1	105576452-105576851:1	0
